State,District,Year,Quater,Insurance_count,Insurance_amount
uttar-pradesh,mathura district,2021,4,659,885506.0
uttar-pradesh,chitrakoot district,2021,4,90,102249.0
uttar-pradesh,lalitpur district,2021,4,127,183668.0
uttar-pradesh,mau district,2021,4,307,489391.0
uttar-pradesh,mirzapur district,2021,4,291,473668.0
uttar-pradesh,bulandshahr district,2021,4,658,975652.0
uttar-pradesh,gonda district,2021,4,272,403785.0
uttar-pradesh,jhansi district,2021,4,646,883293.0
uttar-pradesh,chandauli district,2021,4,251,364193.0
uttar-pradesh,bhadohi district,2021,4,238,283900.0
uttar-pradesh,pratapgarh district,2021,4,408,689101.0
uttar-pradesh,saharanpur district,2021,4,810,1172343.0
uttar-pradesh,bara banki district,2021,4,244,400933.0
uttar-pradesh,bareilly district,2021,4,968,1132558.0
uttar-pradesh,sitapur district,2021,4,273,405795.0
uttar-pradesh,sultanpur district,2021,4,335,536950.0
uttar-pradesh,agra district,2021,4,1238,1610714.0
uttar-pradesh,fatehpur district,2021,4,318,507428.0
uttar-pradesh,rae bareli district,2021,4,310,423265.0
uttar-pradesh,firozabad district,2021,4,322,449368.0
uttar-pradesh,kheri district,2021,4,288,416250.0
uttar-pradesh,gorakhpur district,2021,4,1230,1790715.0
uttar-pradesh,unnao district,2021,4,463,571428.0
uttar-pradesh,prayagraj district,2021,4,1599,2221711.0
uttar-pradesh,sonbhadra district,2021,4,496,576506.0
uttar-pradesh,ghazipur district,2021,4,604,824427.0
uttar-pradesh,farrukhabad district,2021,4,185,283615.0
uttar-pradesh,kannauj district,2021,4,116,158569.0
uttar-pradesh,azamgarh district,2021,4,804,1053342.0
uttar-pradesh,ayodhya district,2021,4,361,504210.0
uttar-pradesh,deoria district,2021,4,412,708131.0
uttar-pradesh,ghaziabad district,2021,4,4654,5977135.0
uttar-pradesh,amethi district,2022,1,213,394333.0
uttar-pradesh,siddharthnagar district,2022,1,252,559611.0
uttar-pradesh,auraiya district,2022,1,153,246225.0
uttar-pradesh,sambhal district,2022,1,113,231873.0
uttar-pradesh,kanpur nagar district,2022,1,2777,3507206.0
uttar-pradesh,aligarh district,2022,1,789,1240624.0
uttar-pradesh,mahoba district,2022,1,91,218236.0
uttar-pradesh,lucknow district,2022,1,3291,5309887.0
uttar-pradesh,sant kabeer nagar district,2022,1,166,381342.0
uttar-pradesh,hathras district,2022,1,217,370380.0
uttar-pradesh,budaun district,2022,1,304,460431.0
uttar-pradesh,moradabad district,2022,1,738,1291914.0
uttar-pradesh,kushinagar district,2022,1,486,742675.0
uttar-pradesh,baghpat district,2022,1,323,622911.0
uttar-pradesh,shahjahanpur district,2022,1,272,550595.0
uttar-pradesh,muzaffarnagar district,2022,1,563,1122108.0
uttar-pradesh,ambedkar nagar district,2022,1,367,522461.0
uttar-pradesh,bahraich district,2022,1,187,344020.0
uttar-pradesh,jalaun district,2022,1,214,321941.0
uttar-pradesh,rampur district,2022,1,404,501710.0
uttar-pradesh,ballia district,2022,1,419,767196.0
uttar-pradesh,shravasti district,2022,1,109,148986.0
uttar-pradesh,kasganj district,2022,1,152,250076.0
uttar-pradesh,varanasi district,2022,1,1383,1752157.0
uttar-pradesh,gautam buddha nagar district,2022,1,4625,6576075.0
uttar-pradesh,basti district,2022,1,439,525334.0
uttar-pradesh,shamli district,2022,1,291,490877.0
uttar-pradesh,maharajganj district,2022,1,406,584999.0
uttar-pradesh,etawah district,2022,1,288,541126.0
uttar-pradesh,etah district,2022,1,158,285312.0
uttar-pradesh,banda district,2022,1,131,209744.0
uttar-pradesh,bijnor district,2022,1,763,1335920.0
uttar-pradesh,hardoi district,2022,1,363,426824.0
uttar-pradesh,balrampur district,2022,1,144,293966.0
uttar-pradesh,amroha district,2022,1,311,673334.0
uttar-pradesh,pilibhit district,2022,1,154,302600.0
uttar-pradesh,mainpuri district,2022,1,230,435366.0
uttar-pradesh,kanpur dehat district,2022,1,249,336211.0
uttar-pradesh,jaunpur district,2022,1,641,1098392.0
uttar-pradesh,kaushambi district,2022,1,134,313883.0
uttar-pradesh,hapur district,2022,1,511,917474.0
uttar-pradesh,hamirpur district,2022,1,112,169447.0
uttar-pradesh,meerut district,2022,1,1653,2798936.0
uttar-pradesh,mathura district,2022,1,620,1158324.0
uttar-pradesh,chitrakoot district,2022,1,70,142910.0
uttar-pradesh,lalitpur district,2022,1,103,203704.0
uttar-pradesh,mau district,2022,1,300,575388.0
uttar-pradesh,mirzapur district,2022,1,252,474135.0
uttar-pradesh,bulandshahr district,2022,1,1218,1574674.0
uttar-pradesh,gonda district,2022,1,275,408620.0
uttar-pradesh,jhansi district,2022,1,751,1329462.0
uttar-pradesh,chandauli district,2022,1,231,399480.0
uttar-pradesh,bhadohi district,2022,1,163,265614.0
uttar-pradesh,pratapgarh district,2022,1,444,783618.0
uttar-pradesh,saharanpur district,2022,1,795,1563185.0
uttar-pradesh,bara banki district,2022,1,233,468439.0
uttar-pradesh,bareilly district,2022,1,1061,1476165.0
uttar-pradesh,sitapur district,2022,1,204,383222.0
uttar-pradesh,sultanpur district,2022,1,280,645813.0
uttar-pradesh,agra district,2022,1,1437,2344316.0
uttar-pradesh,fatehpur district,2022,1,252,454927.0
uttar-pradesh,rae bareli district,2022,1,337,588292.0
uttar-pradesh,firozabad district,2022,1,292,459574.0
uttar-pradesh,kheri district,2022,1,239,485127.0
uttar-pradesh,gorakhpur district,2022,1,1341,2096332.0
uttar-pradesh,unnao district,2022,1,296,490474.0
uttar-pradesh,prayagraj district,2022,1,1439,2347870.0
uttar-pradesh,sonbhadra district,2022,1,473,659297.0
uttar-pradesh,ghazipur district,2022,1,474,868006.0
uttar-pradesh,farrukhabad district,2022,1,183,367822.0
uttar-pradesh,kannauj district,2022,1,205,396901.0
uttar-pradesh,azamgarh district,2022,1,823,1465228.0
uttar-pradesh,ayodhya district,2022,1,390,656965.0
uttar-pradesh,deoria district,2022,1,471,769177.0
uttar-pradesh,ghaziabad district,2022,1,4758,6537190.0
uttar-pradesh,amethi district,2022,2,281,448756.0
uttar-pradesh,siddharthnagar district,2022,2,271,524156.0
uttar-pradesh,auraiya district,2022,2,221,326168.0
uttar-pradesh,sambhal district,2022,2,160,333662.0
uttar-pradesh,kanpur nagar district,2022,2,2563,3334743.0
uttar-pradesh,aligarh district,2022,2,800,1160089.0
uttar-pradesh,mahoba district,2022,2,95,156835.0
uttar-pradesh,lucknow district,2022,2,3852,5617285.0
uttar-pradesh,sant kabeer nagar district,2022,2,188,321372.0
uttar-pradesh,hathras district,2022,2,260,398913.0
uttar-pradesh,budaun district,2022,2,299,445476.0
uttar-pradesh,moradabad district,2022,2,1015,1414832.0
uttar-pradesh,kushinagar district,2022,2,474,607471.0
uttar-pradesh,baghpat district,2022,2,455,776297.0
uttar-pradesh,shahjahanpur district,2022,2,411,652731.0
uttar-pradesh,muzaffarnagar district,2022,2,837,1261418.0
uttar-pradesh,ambedkar nagar district,2022,2,407,425615.0
uttar-pradesh,bahraich district,2022,2,208,393310.0
uttar-pradesh,jalaun district,2022,2,216,367114.0
uttar-pradesh,rampur district,2022,2,481,587319.0
uttar-pradesh,ballia district,2022,2,606,825677.0
uttar-pradesh,shravasti district,2022,2,71,128576.0
uttar-pradesh,kasganj district,2022,2,156,224631.0
uttar-pradesh,varanasi district,2022,2,1563,1959557.0
uttar-pradesh,gautam buddha nagar district,2022,2,5904,7335621.0
uttar-pradesh,basti district,2022,2,412,665513.0
uttar-pradesh,shamli district,2022,2,469,625846.0
uttar-pradesh,maharajganj district,2022,2,469,621599.0
uttar-pradesh,etawah district,2022,2,372,530409.0
uttar-pradesh,etah district,2022,2,169,269839.0
uttar-pradesh,banda district,2022,2,148,177633.0
uttar-pradesh,bijnor district,2022,2,902,1209855.0
uttar-pradesh,hardoi district,2022,2,392,628490.0
uttar-pradesh,balrampur district,2022,2,192,350920.0
uttar-pradesh,amroha district,2022,2,368,702803.0
uttar-pradesh,pilibhit district,2022,2,193,289105.0
uttar-pradesh,mainpuri district,2022,2,237,349179.0
uttar-pradesh,kanpur dehat district,2022,2,285,538354.0
uttar-pradesh,jaunpur district,2022,2,707,1245538.0
uttar-pradesh,kaushambi district,2022,2,150,266626.0
uttar-pradesh,hapur district,2022,2,619,975381.0
uttar-pradesh,hamirpur district,2022,2,166,242077.0
uttar-pradesh,meerut district,2022,2,2164,3132308.0
uttar-pradesh,mathura district,2022,2,816,1216248.0
uttar-pradesh,chitrakoot district,2022,2,107,160012.0
uttar-pradesh,lalitpur district,2022,2,151,196986.0
uttar-pradesh,mau district,2022,2,306,515430.0
uttar-pradesh,mirzapur district,2022,2,284,461686.0
uttar-pradesh,bulandshahr district,2022,2,1920,1817830.0
uttar-pradesh,gonda district,2022,2,309,509265.0
uttar-pradesh,jhansi district,2022,2,930,1305039.0
uttar-pradesh,chandauli district,2022,2,232,414245.0
uttar-pradesh,bhadohi district,2022,2,162,279504.0
uttar-pradesh,pratapgarh district,2022,2,513,864140.0
uttar-pradesh,saharanpur district,2022,2,1094,1848922.0
uttar-pradesh,bara banki district,2022,2,273,464675.0
uttar-pradesh,bareilly district,2022,2,1487,1899280.0
uttar-pradesh,sitapur district,2022,2,325,421227.0
uttar-pradesh,sultanpur district,2022,2,428,594040.0
uttar-pradesh,agra district,2022,2,1321,1882149.0
uttar-pradesh,fatehpur district,2022,2,323,507200.0
uttar-pradesh,rae bareli district,2022,2,383,571945.0
uttar-pradesh,firozabad district,2022,2,367,541715.0
uttar-pradesh,kheri district,2022,2,284,433978.0
uttar-pradesh,gorakhpur district,2022,2,1957,2516685.0
uttar-pradesh,unnao district,2022,2,376,524079.0
uttar-pradesh,prayagraj district,2022,2,1826,2674015.0
uttar-pradesh,sonbhadra district,2022,2,395,636969.0
uttar-pradesh,ghazipur district,2022,2,610,814497.0
uttar-pradesh,farrukhabad district,2022,2,203,316324.0
uttar-pradesh,kannauj district,2022,2,213,294416.0
uttar-pradesh,azamgarh district,2022,2,821,1446355.0
uttar-pradesh,ayodhya district,2022,2,486,777816.0
uttar-pradesh,deoria district,2022,2,492,898964.0
uttar-pradesh,ghaziabad district,2022,2,5531,6780218.0
uttar-pradesh,amethi district,2022,3,348,450699.0
uttar-pradesh,siddharthnagar district,2022,3,356,459283.0
uttar-pradesh,auraiya district,2022,3,248,387176.0
uttar-pradesh,sambhal district,2022,3,177,281329.0
uttar-pradesh,kanpur nagar district,2022,3,2994,3637095.0
uttar-pradesh,aligarh district,2022,3,1009,1388207.0
uttar-pradesh,mahoba district,2022,3,106,162048.0
uttar-pradesh,lucknow district,2022,3,4530,6093552.0
uttar-pradesh,sant kabeer nagar district,2022,3,293,437586.0
uttar-pradesh,hathras district,2022,3,246,380885.0
uttar-pradesh,budaun district,2022,3,277,428903.0
uttar-pradesh,moradabad district,2022,3,1034,1474783.0
uttar-pradesh,kushinagar district,2022,3,552,779265.0
uttar-pradesh,baghpat district,2022,3,521,807503.0
uttar-pradesh,shahjahanpur district,2022,3,496,726417.0
uttar-pradesh,muzaffarnagar district,2022,3,1052,1536021.0
uttar-pradesh,ambedkar nagar district,2022,3,465,562527.0
uttar-pradesh,bahraich district,2022,3,288,523389.0
uttar-pradesh,jalaun district,2022,3,268,347726.0
uttar-pradesh,rampur district,2022,3,384,566140.0
uttar-pradesh,ballia district,2022,3,579,802246.0
uttar-pradesh,shravasti district,2022,3,64,79671.0
uttar-pradesh,kasganj district,2022,3,218,309964.0
uttar-pradesh,varanasi district,2022,3,1593,2172926.0
uttar-pradesh,gautam buddha nagar district,2022,3,7470,8955231.0
uttar-pradesh,basti district,2022,3,445,661890.0
uttar-pradesh,shamli district,2022,3,556,762230.0
uttar-pradesh,maharajganj district,2022,3,444,671788.0
uttar-pradesh,etawah district,2022,3,431,701867.0
uttar-pradesh,etah district,2022,3,238,334187.0
uttar-pradesh,banda district,2022,3,150,211244.0
uttar-pradesh,bijnor district,2022,3,705,1251101.0
uttar-pradesh,hardoi district,2022,3,408,688640.0
uttar-pradesh,balrampur district,2022,3,172,279217.0
uttar-pradesh,amroha district,2022,3,507,868342.0
uttar-pradesh,pilibhit district,2022,3,260,354393.0
uttar-pradesh,mainpuri district,2022,3,311,422694.0
uttar-pradesh,kanpur dehat district,2022,3,239,343260.0
uttar-pradesh,jaunpur district,2022,3,777,1239698.0
uttar-pradesh,kaushambi district,2022,3,170,290094.0
uttar-pradesh,hapur district,2022,3,756,1254153.0
uttar-pradesh,hamirpur district,2022,3,162,205695.0
uttar-pradesh,meerut district,2022,3,3115,4248870.0
uttar-pradesh,mathura district,2022,3,1008,1314531.0
uttar-pradesh,chitrakoot district,2022,3,97,169354.0
uttar-pradesh,lalitpur district,2022,3,154,250254.0
uttar-pradesh,mau district,2022,3,404,615986.0
uttar-pradesh,mirzapur district,2022,3,319,461208.0
uttar-pradesh,bulandshahr district,2022,3,1800,1853520.0
uttar-pradesh,gonda district,2022,3,350,545032.0
uttar-pradesh,jhansi district,2022,3,1036,1424085.0
uttar-pradesh,chandauli district,2022,3,323,466943.0
uttar-pradesh,bhadohi district,2022,3,187,262015.0
uttar-pradesh,pratapgarh district,2022,3,508,789641.0
uttar-pradesh,saharanpur district,2022,3,1359,2122687.0
uttar-pradesh,bara banki district,2022,3,382,611336.0
uttar-pradesh,bareilly district,2022,3,1514,1851647.0
uttar-pradesh,sitapur district,2022,3,350,566193.0
uttar-pradesh,sultanpur district,2022,3,452,720967.0
uttar-pradesh,agra district,2022,3,1668,2168436.0
uttar-pradesh,fatehpur district,2022,3,398,622898.0
uttar-pradesh,rae bareli district,2022,3,522,727000.0
uttar-pradesh,firozabad district,2022,3,502,672697.0
uttar-pradesh,kheri district,2022,3,368,520632.0
uttar-pradesh,gorakhpur district,2022,3,2189,2883081.0
uttar-pradesh,unnao district,2022,3,400,637365.0
uttar-pradesh,prayagraj district,2022,3,2178,2899353.0
uttar-pradesh,sonbhadra district,2022,3,550,830751.0
uttar-pradesh,ghazipur district,2022,3,708,1000970.0
uttar-pradesh,farrukhabad district,2022,3,311,483075.0
uttar-pradesh,kannauj district,2022,3,298,402748.0
uttar-pradesh,azamgarh district,2022,3,831,1315229.0
uttar-pradesh,ayodhya district,2022,3,560,874943.0
uttar-pradesh,deoria district,2022,3,546,832006.0
uttar-pradesh,ghaziabad district,2022,3,6828,8266994.0
uttar-pradesh,amethi district,2022,4,475,727463.0
uttar-pradesh,siddharthnagar district,2022,4,368,622267.0
uttar-pradesh,auraiya district,2022,4,319,583199.0
uttar-pradesh,sambhal district,2022,4,220,423759.0
uttar-pradesh,kanpur nagar district,2022,4,4549,5955630.0
uttar-pradesh,aligarh district,2022,4,1227,1782551.0
uttar-pradesh,mahoba district,2022,4,138,264355.0
uttar-pradesh,lucknow district,2022,4,5733,8510985.0
uttar-pradesh,sant kabeer nagar district,2022,4,302,513299.0
uttar-pradesh,hathras district,2022,4,305,456713.0
uttar-pradesh,budaun district,2022,4,335,598228.0
uttar-pradesh,moradabad district,2022,4,1227,1905533.0
uttar-pradesh,kushinagar district,2022,4,620,918716.0
uttar-pradesh,baghpat district,2022,4,601,1060381.0
uttar-pradesh,shahjahanpur district,2022,4,516,792171.0
uttar-pradesh,muzaffarnagar district,2022,4,1102,1978284.0
uttar-pradesh,ambedkar nagar district,2022,4,453,574027.0
uttar-pradesh,bahraich district,2022,4,310,549475.0
uttar-pradesh,jalaun district,2022,4,379,673761.0
uttar-pradesh,rampur district,2022,4,419,773497.0
uttar-pradesh,ballia district,2022,4,673,1139592.0
uttar-pradesh,shravasti district,2022,4,72,103003.0
uttar-pradesh,kasganj district,2022,4,229,325439.0
uttar-pradesh,varanasi district,2022,4,1865,2641816.0
uttar-pradesh,gautam buddha nagar district,2022,4,9335,12220201.0
uttar-pradesh,basti district,2022,4,579,946241.0
uttar-pradesh,shamli district,2022,4,622,919705.0
uttar-pradesh,maharajganj district,2022,4,483,758845.0
uttar-pradesh,etawah district,2022,4,523,885731.0
uttar-pradesh,etah district,2022,4,275,412016.0
uttar-pradesh,banda district,2022,4,257,546695.0
uttar-pradesh,bijnor district,2022,4,864,1622228.0
uttar-pradesh,hardoi district,2022,4,508,698319.0
uttar-pradesh,balrampur district,2022,4,239,358264.0
uttar-pradesh,amroha district,2022,4,514,954433.0
uttar-pradesh,pilibhit district,2022,4,258,407011.0
uttar-pradesh,mainpuri district,2022,4,400,700590.0
uttar-pradesh,kanpur dehat district,2022,4,356,486804.0
uttar-pradesh,jaunpur district,2022,4,866,1395043.0
uttar-pradesh,kaushambi district,2022,4,206,365332.0
uttar-pradesh,hapur district,2022,4,886,1485884.0
uttar-pradesh,hamirpur district,2022,4,198,327102.0
uttar-pradesh,meerut district,2022,4,3241,4918862.0
uttar-pradesh,mathura district,2022,4,1184,2015950.0
uttar-pradesh,chitrakoot district,2022,4,123,263214.0
uttar-pradesh,lalitpur district,2022,4,201,359305.0
uttar-pradesh,mau district,2022,4,481,779044.0
uttar-pradesh,mirzapur district,2022,4,423,690441.0
uttar-pradesh,bulandshahr district,2022,4,1681,2269862.0
uttar-pradesh,gonda district,2022,4,412,623466.0
uttar-pradesh,jhansi district,2022,4,1200,2065661.0
uttar-pradesh,chandauli district,2022,4,396,698038.0
uttar-pradesh,bhadohi district,2022,4,252,402495.0
uttar-pradesh,pratapgarh district,2022,4,705,1150123.0
uttar-pradesh,saharanpur district,2022,4,1668,2621466.0
uttar-pradesh,bara banki district,2022,4,445,748677.0
uttar-pradesh,bareilly district,2022,4,1531,2395312.0
uttar-pradesh,sitapur district,2022,4,466,859687.0
uttar-pradesh,sultanpur district,2022,4,472,927495.0
uttar-pradesh,agra district,2022,4,2038,3245964.0
uttar-pradesh,fatehpur district,2022,4,552,834105.0
uttar-pradesh,rae bareli district,2022,4,536,916332.0
uttar-pradesh,firozabad district,2022,4,472,795938.0
uttar-pradesh,kheri district,2022,4,435,742268.0
uttar-pradesh,gorakhpur district,2022,4,2131,3290711.0
uttar-pradesh,unnao district,2022,4,558,859166.0
uttar-pradesh,prayagraj district,2022,4,2676,4030415.0
uttar-pradesh,sonbhadra district,2022,4,682,1014499.0
uttar-pradesh,ghazipur district,2022,4,837,1446064.0
uttar-pradesh,farrukhabad district,2022,4,315,632769.0
uttar-pradesh,kannauj district,2022,4,275,498745.0
uttar-pradesh,azamgarh district,2022,4,925,1841627.0
uttar-pradesh,ayodhya district,2022,4,627,923317.0
uttar-pradesh,deoria district,2022,4,712,1159217.0
uttar-pradesh,ghaziabad district,2022,4,8564,11370990.0
uttar-pradesh,amethi district,2023,1,554,828091.0
uttar-pradesh,siddharthnagar district,2023,1,345,651848.0
uttar-pradesh,auraiya district,2023,1,257,466126.0
uttar-pradesh,sambhal district,2023,1,262,586168.0
uttar-pradesh,kanpur nagar district,2023,1,4196,6293656.0
uttar-pradesh,aligarh district,2023,1,1194,2298865.0
uttar-pradesh,mahoba district,2023,1,125,296012.0
uttar-pradesh,lucknow district,2023,1,5168,9298453.0
uttar-pradesh,sant kabeer nagar district,2023,1,253,543133.0
uttar-pradesh,hathras district,2023,1,274,484892.0
uttar-pradesh,budaun district,2023,1,420,775601.0
uttar-pradesh,moradabad district,2023,1,1660,2709805.0
uttar-pradesh,kushinagar district,2023,1,561,1107931.0
uttar-pradesh,baghpat district,2023,1,580,1240050.0
uttar-pradesh,shahjahanpur district,2023,1,581,1021060.0
uttar-pradesh,muzaffarnagar district,2023,1,1250,2404349.0
uttar-pradesh,ambedkar nagar district,2023,1,276,567339.0
uttar-pradesh,bahraich district,2023,1,294,567727.0
uttar-pradesh,jalaun district,2023,1,352,705752.0
uttar-pradesh,rampur district,2023,1,429,884078.0
uttar-pradesh,ballia district,2023,1,554,1003708.0
uttar-pradesh,shravasti district,2023,1,70,163155.0
uttar-pradesh,kasganj district,2023,1,215,352322.0
uttar-pradesh,varanasi district,2023,1,1684,2782251.0
uttar-pradesh,gautam buddha nagar district,2023,1,8860,13530430.0
uttar-pradesh,basti district,2023,1,415,766914.0
uttar-pradesh,shamli district,2023,1,539,1019765.0
uttar-pradesh,maharajganj district,2023,1,401,693404.0
uttar-pradesh,etawah district,2023,1,537,1159688.0
uttar-pradesh,etah district,2023,1,245,491026.0
uttar-pradesh,banda district,2023,1,208,357745.0
uttar-pradesh,bijnor district,2023,1,870,1855079.0
uttar-pradesh,hardoi district,2023,1,388,671307.0
uttar-pradesh,balrampur district,2023,1,199,408736.0
uttar-pradesh,amroha district,2023,1,488,1250320.0
uttar-pradesh,pilibhit district,2023,1,254,542124.0
uttar-pradesh,mainpuri district,2023,1,362,734389.0
uttar-pradesh,kanpur dehat district,2023,1,346,608191.0
uttar-pradesh,jaunpur district,2023,1,746,1517866.0
uttar-pradesh,kaushambi district,2023,1,166,337556.0
uttar-pradesh,hapur district,2023,1,988,1776844.0
uttar-pradesh,hamirpur district,2023,1,146,343378.0
uttar-pradesh,meerut district,2023,1,3754,6164804.0
uttar-pradesh,mathura district,2023,1,1138,2154829.0
uttar-pradesh,chitrakoot district,2023,1,116,267442.0
uttar-pradesh,lalitpur district,2023,1,160,299691.0
uttar-pradesh,mau district,2023,1,469,879873.0
uttar-pradesh,mirzapur district,2023,1,358,715420.0
uttar-pradesh,bulandshahr district,2023,1,1161,2310948.0
uttar-pradesh,gonda district,2023,1,348,710793.0
uttar-pradesh,jhansi district,2023,1,1305,2309741.0
uttar-pradesh,chandauli district,2023,1,274,526553.0
uttar-pradesh,bhadohi district,2023,1,178,354397.0
uttar-pradesh,pratapgarh district,2023,1,610,1269411.0
uttar-pradesh,saharanpur district,2023,1,1313,2752687.0
uttar-pradesh,bara banki district,2023,1,375,728376.0
uttar-pradesh,bareilly district,2023,1,1766,2868326.0
uttar-pradesh,sitapur district,2023,1,387,745876.0
uttar-pradesh,sultanpur district,2023,1,527,936279.0
uttar-pradesh,agra district,2023,1,2007,3635170.0
uttar-pradesh,fatehpur district,2023,1,448,923044.0
uttar-pradesh,rae bareli district,2023,1,470,906188.0
uttar-pradesh,firozabad district,2023,1,445,922978.0
uttar-pradesh,kheri district,2023,1,432,821731.0
uttar-pradesh,gorakhpur district,2023,1,1946,3091996.0
uttar-pradesh,unnao district,2023,1,505,1036974.0
uttar-pradesh,prayagraj district,2023,1,2140,3967644.0
uttar-pradesh,sonbhadra district,2023,1,616,1135185.0
uttar-pradesh,ghazipur district,2023,1,559,1131970.0
uttar-pradesh,farrukhabad district,2023,1,283,483057.0
uttar-pradesh,kannauj district,2023,1,284,671475.0
uttar-pradesh,azamgarh district,2023,1,847,1617159.0
uttar-pradesh,ayodhya district,2023,1,532,996951.0
uttar-pradesh,deoria district,2023,1,696,1199919.0
uttar-pradesh,ghaziabad district,2023,1,8919,12476473.0
uttar-pradesh,amethi district,2023,2,401,804648.0
uttar-pradesh,siddharthnagar district,2023,2,430,921448.0
uttar-pradesh,auraiya district,2023,2,277,455868.0
uttar-pradesh,sambhal district,2023,2,282,507537.0
uttar-pradesh,kanpur nagar district,2023,2,3859,5491209.0
uttar-pradesh,aligarh district,2023,2,1091,1844142.0
uttar-pradesh,mahoba district,2023,2,129,251833.0
uttar-pradesh,lucknow district,2023,2,5598,9801277.0
uttar-pradesh,sant kabeer nagar district,2023,2,238,436487.0
uttar-pradesh,hathras district,2023,2,300,568532.0
uttar-pradesh,budaun district,2023,2,401,707551.0
uttar-pradesh,moradabad district,2023,2,2749,3943977.0
uttar-pradesh,kushinagar district,2023,2,610,962501.0
uttar-pradesh,baghpat district,2023,2,528,985164.0
uttar-pradesh,shahjahanpur district,2023,2,529,982087.0
uttar-pradesh,muzaffarnagar district,2023,2,1118,1927522.0
uttar-pradesh,ambedkar nagar district,2023,2,270,532512.0
uttar-pradesh,bahraich district,2023,2,303,566106.0
uttar-pradesh,jalaun district,2023,2,386,637700.0
uttar-pradesh,rampur district,2023,2,548,973580.0
uttar-pradesh,ballia district,2023,2,572,1154806.0
uttar-pradesh,shravasti district,2023,2,87,119577.0
uttar-pradesh,kasganj district,2023,2,190,413944.0
uttar-pradesh,varanasi district,2023,2,1836,2901911.0
uttar-pradesh,gautam buddha nagar district,2023,2,8903,13095093.0
uttar-pradesh,basti district,2023,2,539,928527.0
uttar-pradesh,shamli district,2023,2,489,913029.0
uttar-pradesh,maharajganj district,2023,2,481,923370.0
uttar-pradesh,etawah district,2023,2,577,1059878.0
uttar-pradesh,etah district,2023,2,260,436829.0
uttar-pradesh,banda district,2023,2,184,275539.0
uttar-pradesh,bijnor district,2023,2,997,1936582.0
uttar-pradesh,hardoi district,2023,2,441,815280.0
uttar-pradesh,balrampur district,2023,2,200,398795.0
uttar-pradesh,amroha district,2023,2,561,1013865.0
uttar-pradesh,pilibhit district,2023,2,262,429818.0
uttar-pradesh,mainpuri district,2023,2,387,672415.0
uttar-pradesh,kanpur dehat district,2023,2,276,415493.0
uttar-pradesh,jaunpur district,2023,2,855,1675064.0
uttar-pradesh,kaushambi district,2023,2,192,395193.0
uttar-pradesh,hapur district,2023,2,966,1483801.0
uttar-pradesh,hamirpur district,2023,2,167,291871.0
uttar-pradesh,meerut district,2023,2,3087,4828715.0
uttar-pradesh,mathura district,2023,2,1184,1984031.0
uttar-pradesh,chitrakoot district,2023,2,167,258216.0
uttar-pradesh,lalitpur district,2023,2,247,418059.0
uttar-pradesh,mau district,2023,2,438,739293.0
uttar-pradesh,mirzapur district,2023,2,371,679767.0
uttar-pradesh,bulandshahr district,2023,2,1081,1885867.0
uttar-pradesh,gonda district,2023,2,413,758073.0
uttar-pradesh,jhansi district,2023,2,1372,2486169.0
uttar-pradesh,chandauli district,2023,2,300,454148.0
uttar-pradesh,bhadohi district,2023,2,213,383222.0
uttar-pradesh,pratapgarh district,2023,2,655,1242246.0
uttar-pradesh,saharanpur district,2023,2,1506,2856552.0
uttar-pradesh,bara banki district,2023,2,400,709480.0
uttar-pradesh,bareilly district,2023,2,1850,3100459.0
uttar-pradesh,sitapur district,2023,2,341,640116.0
uttar-pradesh,sultanpur district,2023,2,488,801390.0
uttar-pradesh,agra district,2023,2,2255,3833794.0
uttar-pradesh,fatehpur district,2023,2,377,630295.0
uttar-pradesh,rae bareli district,2023,2,445,774894.0
uttar-pradesh,firozabad district,2023,2,424,850880.0
uttar-pradesh,kheri district,2023,2,401,777156.0
uttar-pradesh,gorakhpur district,2023,2,2009,3340034.0
uttar-pradesh,unnao district,2023,2,456,808200.0
uttar-pradesh,prayagraj district,2023,2,2383,4088463.0
uttar-pradesh,sonbhadra district,2023,2,538,953146.0
uttar-pradesh,ghazipur district,2023,2,636,1251321.0
uttar-pradesh,farrukhabad district,2023,2,328,695427.0
uttar-pradesh,kannauj district,2023,2,296,508034.0
uttar-pradesh,azamgarh district,2023,2,855,1553419.0
uttar-pradesh,ayodhya district,2023,2,623,1023742.0
uttar-pradesh,deoria district,2023,2,574,1070325.0
uttar-pradesh,ghaziabad district,2023,2,8012,11085163.0
uttar-pradesh,amethi district,2023,3,308,567642.0
uttar-pradesh,siddharthnagar district,2023,3,352,533375.0
uttar-pradesh,auraiya district,2023,3,294,513264.0
uttar-pradesh,sambhal district,2023,3,323,566414.0
uttar-pradesh,kanpur nagar district,2023,3,4630,6508882.0
uttar-pradesh,aligarh district,2023,3,1220,1937857.0
uttar-pradesh,mahoba district,2023,3,128,189542.0
uttar-pradesh,lucknow district,2023,3,6190,9701936.0
uttar-pradesh,sant kabeer nagar district,2023,3,246,437231.0
uttar-pradesh,hathras district,2023,3,285,445805.0
uttar-pradesh,budaun district,2023,3,311,550666.0
uttar-pradesh,moradabad district,2023,3,2019,2881894.0
uttar-pradesh,kushinagar district,2023,3,651,1049927.0
uttar-pradesh,baghpat district,2023,3,610,1024883.0
uttar-pradesh,shahjahanpur district,2023,3,584,987489.0
uttar-pradesh,muzaffarnagar district,2023,3,1282,2112975.0
